"","crime_date","description","inside_outside","weapon","gender","age","race","ethnicity","location","new_district","neighborhood","latitude","longitude","premise_type","zt","zap"
"183","3/23/2025","Auto theft","Outside",NA,"Female","67","Black or African American","Unknown","4200 PRIMROSE AVE","Northwest","Reisterstown Station",39.349789,-76.695763,"Street","6:00:00",""
"184","3/22/2025","Auto theft","Inside",NA,"Female","39","Black or African American","Not Hispanic or Latino","600 MOZART WAY","Southeast","Brewers Hill",39.284938,-76.561776,"Other/residential","7:00:00",""
"185","3/19/2025","Auto theft","Outside",NA,"Female","41","Black or African American","Not Hispanic or Latino","500 PRESSTMAN ST","Western","Druid Heights",39.307521,-76.635425,"Street","1:00:00",""
"186","3/20/2025","Auto theft","Outside",NA,"Male","49","White","Hispanic or Latino","1100 STEIGER WAY","Eastern","Armistead Gardens",39.305465,-76.548094,"Street","4:30:00",""
"187","3/23/2025","Auto theft","Outside",NA,"Male","37","Black or African American","Unknown","1400 PORTER ST","Southern","Locust Point",39.270276,-76.597597,"Shed/garage","1:00:00",""
"188","3/22/2025","Auto theft","Outside",NA,"Male","38","Black or African American","Not Hispanic or Latino","1600 BROENING HWY","Southeast","Canton Industrial Area",39.274551,-76.543581,"Street","10:30:00",""
"189","3/19/2025","Auto theft","Inside",NA,"Male","35","Black or African American","Not Hispanic or Latino","2500 E CHASE ST","Southeast","Biddle Street",39.303658,-76.581985,"Other/residential","9:00:00",""
"190","3/19/2025","Auto theft","Outside",NA,"Male","20","White","Not Hispanic or Latino","6100 OAKLEAF AVE","Northwest","Reisterstown Station",39.350932,-76.700136,"Car lot-new/used","5:00:00",""
"191","3/20/2025","Auto theft","Inside",NA,"Female","26","Black or African American","Not Hispanic or Latino","5500 LIBERTY HEIGHTS AVE","Northwest","Grove Park",39.33468,-76.705931,"Religious  institution","12:26:00",""
"192","3/22/2025","Auto theft","Outside",NA,"Male","46","Black or African American","Not Hispanic or Latino","3400 WOODSTOCK AVE","Eastern","Belair-Edison",39.325045,-76.575783,"Street","9:00:00",""
"193","3/18/2025","Auto theft","Outside",NA,"Female","25","Black or African American","Not Hispanic or Latino","3700 PARKVIEW AVE","Northwest","Grove Park",39.336929,-76.706973,"Street","4:00:00",""
"194","3/18/2025","Auto theft","Inside",NA,"Female","80","Black or African American","Not Hispanic or Latino","500 ROSSITER AVE","Northern","Winston-Govans",39.349027,-76.608861,"Other/residential","9:30:00",""
"195","3/21/2025","Auto theft","Outside",NA,"Male","40","Black or African American","Unknown","1300 N STOCKTON ST","Western","Sandtown-Winchester",39.303953,-76.638337,"Street","5:30:00",""
"196","3/21/2025","Auto theft","Inside",NA,"Male","26","Black or African American","Unknown","1600 DARLEY AVE","Eastern","Darley Park",39.314648,-76.59424,"Other/residential","7:30:00",""
"197","3/21/2025","Auto theft","Outside",NA,"Female","26","White","Not Hispanic or Latino","2000 BANK ST","Central","Upper Fells Point",39.286767,-76.588047,"Street","5:00:00",""
"198","3/21/2025","Auto theft","Outside",NA,"Female","68","Black or African American","Not Hispanic or Latino","1500 WINDEMERE AVE","Northeast","Ednor Gardens-Lakeside",39.33017,-76.594646,"Street","7:00:00",""
"199","3/21/2025","Auto theft","Inside",NA,"Male","44","White","Unknown","800 WINSTON AVE","Northern","Winston-Govans",39.349766,-76.604266,"Other/residential","9:00:00",""
"200","3/19/2025","Auto theft","Outside",NA,"Male","45","Black or African American","Not Hispanic or Latino","4400 WAKEFIELD RD","Northwest","West Forest Park",39.320818,-76.690131,"Street","1:30:00",""
"201","3/20/2025","Auto theft","Outside",NA,"Female","36","White","Not Hispanic or Latino","3200 BONNIE RD","Northwest","Cross Country",39.370786,-76.700117,"Street","2:00:00",""
"202","3/19/2025","Auto theft","Outside",NA,"Female","31","Black or African American","Unknown","5000 SUNSET RD","Northern","Levindale",39.3508,-76.663963,"Street","9:30:00",""
"203","3/19/2025","Auto theft","Outside",NA,"Male","62","Black or African American","Unknown","20 LLOYD ST","Central","Jonestown",39.290201,-76.601436,"Shed/garage","4:00:00",""
"204","3/18/2025","Auto theft","Inside",NA,"Male","38","Black or African American","Not Hispanic or Latino","1200 SEMINOLE AVE","Southwest","Rognel Heights",39.300073,-76.691477,"Other/residential","7:20:00",""
"205","3/18/2025","Auto theft","Outside",NA,"Male","53","Black or African American","Unknown","2600 E PRESTON ST","Eastern","Berea",39.305936,-76.581244,"Street","9:00:00",""
"206","3/18/2025","Auto theft","Outside",NA,"Male","60","Black or African American","Not Hispanic or Latino","1600 PENTWOOD RD","Northeast","Stonewood-Pentwood-Winston",39.347674,-76.586825,"Street","10:00:00",""
"207","3/21/2025","Auto theft","Outside",NA,"Female","39","Black or African American","Not Hispanic or Latino","800 BETHUNE RD","Southern","Cherry Hill",39.245386,-76.621385,"Shed/garage","12:00:00",""
"208","3/21/2025","Auto theft","Inside",NA,"Female","25","None reported","Unknown","2200 PARK AVE","Western","Reservoir Hill",39.314827,-76.630186,"Other/residential","7:00:00",""
"209","3/23/2025","Auto theft","Outside",NA,"Male","27","None reported","Hispanic or Latino","800 OLDHAM ST","Southeast","Greektown",39.283664,-76.5555,"Street","3:00:00",""
"210","3/21/2025","Auto theft","Outside",NA,"Male","40","Black or African American","Not Hispanic or Latino","1 N LIBERTY ST","Central","Downtown",39.289476,-76.617684,"Street","7:00:00",""
